ID,SPEAKER,TEXT,LING_FEATURES,t5_summary,flan_t5_summary
T918,A,"It was, to the best of my recollection, infrequent, other than professional, you know, Mel would come. We perhaps would see each other that way. By the fall of 2005, I was ready to really move. I needed to leave EBA. I hadn't been getting paid. And so it was important for me to take care of myself financially, and my family financially and that was a big motivation. I needed some — obviously, I needed some consistency there. So I said, ""I'm really interested in joining the company, and he said, ""Let's see if we can get that done.""",,"bob greene: by the fall of 2005, he was ready to really move . he says it was important for him to take care of himself and my family financially . greene says he said, ""let's see if we can get that done.""","I'm not sure if I'll ever be able to return to EBA, but I'm not sure I'll be able to."
T918,Q,"You said you were working for EBA, but you weren't receiving compensation?",,"you said you were working for EBA, but you weren't receiving compensation? you say you're working for eba, but are you getting compensation?","You said you were working for EBA, but you weren't receiving compensation for your work?"
T918,A,"It was sporadic. We were dependent on State funding, and as we know, that can be challenging at best.",,"we were dependent on State funding, and as we know, that can be challenging at best.","It was sporadic. We were dependent on State funding, and as we know, that can be challenging at best."
T918,Q,"I'm aware of that, yes. So you talked to Mel in the fall about moving forward and wanting to work for Sterling Planet, correct, in 2005?",,"yes, you talked to Mel in the fall about moving forward and wanting to work for Sterling Planet . yes, I'm aware of that .","I'm aware of that, yes. So you talked to Mel in the fall about moving forward and wanting to work for Sterling Planet, correct, in 2005?"
T918,A,"Yes, correct.",,"Yes, correct. Yes, yes, correct . i.e. yes, yes .",Is there anything else I can do to help you with this case? Is there anything I can do to help you?
T918,Q,"Chronologically, what happened next in the employment process?",,cnn.com's tom charity asks . what happened next in the employment process?,The employer terminated the employee's contract and terminated the employee's right to terminate the contract.
T918,A,Mel sent along an offer letter.,,Mel sends along an offer letter . he says he's not a big fan of sex .,"Mel sent a letter to a lawyer asking for a settlement, but he declined."
T918,Q,When did you receive the offer letter?,,"the offer letter was sent to you on january 1, 2014 . when did you receive the offer?",When did you receive the offer letter? - The offer letter was mailed to you by a friend of mine.
T918,A,"It was in December, 2005.",temp,"it was in December, 2005. it was a year in the making for a new year.","It was in December, 2005, according to a statement from the U.S. District Court for the District of Columbia."
T918,Q,Okay. And do you remember approximately when you accepted the employment offer?,uncertainty_hedge,bob greene: do you remember approximately when you accepted the employment offer? he asks . he says it's a good sign that you're happy with your job offer .,I don't remember. I don't remember when I accepted the employment offer. I don't remember when I accepted the employment offer.
T918,A,"It was before the end of the year in 2005. I don't recollect what the date of that executed offer letter was and employment contract was, but it, it was before the end of the year, although I didn't start with the company until March of the next year.","uncertainty_hedge, temp",don't recollect what the date of that executed offer letter was and employment contract was . he didn't start with the company until march of the next year .,"I don't recollect what the date of that executed offer letter was and employment contract was, but it,"
T918,Q,"When you first started for Sterling Planet, what was your job title?",temp,"when you first started for Sterling Planet, what was your job title? i'm not sure if it's a good job or not, but I'm sure it was a great one .",I was a reporter for the New York Times. I was a reporter for the New York Daily News.
T918,A,"Director, Business Development, Empire Region.",,"Empire Region's Business Development Director: ""Imperial Region is a great place to start.""","Director, Business Development, Empire Region, New York City, New York City, New York City, New York City"
T918,Q,Director of Business Development in the Empore Region?,,Director of Business Development in the Empore Region . he is based in the city of empore .,"Y. S. Chandrasekhar, M.D., M.D., M.D., M.D."
T918,A,Yes.,,"Yes. I'm not sure if it's a good thing, but if not, then it is a bad thing.",Is there any evidence that he is a convicted felon? Is there any evidence that he is a convicted felon? Is there any evidence that he is a felon?
T918,Q,Empire referring to New York?,,Empire referring to New York? Empire: Is Empire the name of a city in the United States?,"New York, New York, New York, New York, New York, New York, New York, New York, New York, New York"
T918,A,New York and New Jersey.,,"New York and New Jersey. New York, New Jersey, New York City, and Jersey City.","New Jersey, New York, New Jersey, New York, New Jersey, New York, New Jersey, New York, New Jersey, New York, New Jersey, New York, New Jersey, New York, New Jersey, New York, New Jersey, New York, New Jersey, New York, New Jersey, New York, New Jersey, New York, New Jersey, New York, New Jersey, New York, New Jersey, New York, New Jersey, New Jersey, New York, New Jersey, New York, New Jersey, New Jersey, New York, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey, New Jersey"
T918,Q,Is that the same job title you had throughout your employment with Sterling Planet?,temp,"is that the same job title you had throughout your employment with Sterling Planet? if so, what is that job title?",Sterling Planet is a publicly traded company headquartered in New York City. Sterling Planet is a publicly traded company headquartered in New York City. Sterling Planet is a publicly traded company.
T918,A,No.,,n îüü  â âî .,"(iii) The jury convicted the defendants of trespassing and obstruction of justice, obstruction of justice, and obstruction of justice."
T918,Q,What was the next job title?,,"what was the next job title? a telecommunications engineer is responsible for a wide variety of tasks, including a computer engineer.","President of the United States, Secretary of State, Secretary of State, Secretary of State, Secretary of State, Secretary of State, Secretary of State, Secretary of State"
T918,A,Director of Northeast Region. That came quickly.,,"director of Northeast Region: ""it's a good thing i'm not wasting my time""",He said he was able to get a job as a director of the Northeast Region's Northeast Region.
T918,Q,How quickly?,,aa áá îüü  âü. .,"How quickly did he get to the courtroom in the first place, according to the prosecutor?"
T918,A,Within a couple of months.,temp,within a couple of months. Within a few months. In a year. Within two years.,"During the trial, a judge ruled that the defendants were not guilty of a charge of trespassing."
T918,Q,"Did you maintain the title of Director of the Northeast Region throughout your employment, or did it change again?",,"did you maintain the title of Director of the Northeast Region throughout your employment, or did it change again?","During my tenure as Director of the Northeast Region, I was able to maintain the title of Director of the Northeast Region throughout my employment."
T918,A,It changed again to Vice President.,,Vice President renamed to Vice President again . he is now a vice president .,"It was renamed to Vice President, but it was renamed to President of the United States, not Vice President."
T918,Q,To Vice President? Was there any other title other than Vice President or just --,disfluency_correction,"bob greene: to vice president, was there any other title other than Vice President? he asks if there's a title that's different than vice president or just vice president . greene asks: was there a name other than -- or just -- vice president?","President of the United States, Vice President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United States, President of the United"
T918,A,"Not initially. In the interim as Director of the Northeast Region, I also assumed, when appropriate, National Policy Director responsibilities, as well -- although it did not ever appear on a business card.","uncertainty_hedge, temp, disfluency_correction","in the interim, i assumed, when appropriate, national policy director responsibilities . it did not ever appear on a business card .","I was a director of the Northeast Region in the interim, and I assumed, when appropriate, the National Policy Director responsibilities."
T918,Q,You started out as Director of Business Development for the Empire Region?,,You started out as Director of Business Development for the Empire Region . now you're a Director of Marketing for the region .,I started out as Director of Business Development for the Empire Region. I started out as Director of Business Development for the Empire Region. I started out as Director of Business Development for the Empire Region.
T918,A,Correct.,,Korrect. Is that correct? Yes. I'm not sure if it's a typo.,The jury ruled that the defendants did not have sufficient evidence to convict them of trespass.
T918,Q,And that changed next to the Northeast?,,"and that changed next to the Northeast? a few years ago, a spokesman for the Northeastern region said .","The Supreme Court of New York ruled that the state of New York was not a state of the Union, but a state of the Union."
T918,A,Correct.,,Korrect. Is that correct? Yes. I'm not sure if it's a typo.,The jury ruled that the defendants did not have sufficient evidence to convict them of trespass.
T918,Q,After that was Vice President?,,аи оволетс на рораммаии ереодар дл конструментур?,"John F. Kennedy Jr., Jr., Jr., Jr., Jr., Jr."
T918,A,Correct.,,Korrect. Is that correct? Yes. I'm not sure if it's a typo.,The jury ruled that the defendants did not have sufficient evidence to convict them of trespass.
T918,Q,What was the official job title after VP?,,VP: what was the official job title after VP? VP was VP's replacement for VP .,"Deputy Secretary of State for Energy and Mineral Resources, Secretary of State for Energy and Mineral Resources, Secretary of State for Energy and Mineral Resources, Secretary of State for Energy and Mineral Resources, Secretary of State for Energy and Mineral Resources, Secretary of State for Energy and Mineral Resources, Secretary of State for Energy and Mineral Resources, Secretary of State for Energy and Mineral Resources, Secretary of State for Energy and Mineral Resources, Secretary of State for Energy and Mineral Resources, Secretary of State for Energy and Mineral Resources, Secretary of State for Energy and Mineral Resources, Secretary of State for Energy and Mineral Resources, Secretary of State for Energy and Mineral Resources"
T918,A,Then I become VP of Carbon and Efficiency Markets.,,"VP of Carbon and Efficiency Markets . before that, i was vice president of carbon and efficiency markets .",I become VP of Carbon and Efficiency Markets then I become VP of Carbon and Efficiency Markets.
T918,Q,What are the Carbon and Efficiency Markets?,,Carbon and Efficiency Markets: what are the carbon and efficiency markets? What are the Carbon Markets?,The Carbon and Efficiency Markets are a set of market rules that regulate the use of fossil fuels in the production and use of energy.
T918,A,There are - - they were emerging environmental attribute markets. It was a reflection of my role in those markets for the company.,disfluency_correction,there are - - emerging environmental attribute markets . it was a reflection of my role in those markets for the company .,It was a reflection of my role in the emerging environmental attribute markets for the company for the company.
T918,Q,Did you have any other official job title after Vice President of Carbon and Efficiency Markets?,,vice president of carbon and efficiency markets . did you have any other official job title after vice president?,Vice President of Carbon and Efficiency Markets and Vice President of the Board of Directors of the Carbon and Efficiency Markets Association
T918,A,No.,,n îüü  â âî .,"(iii) The jury convicted the defendants of trespassing and obstruction of justice, obstruction of justice, and obstruction of justice."
T918,Q,"As Director of Business Development for the Empire Region, what type of job duties did you have?",,"as Director of Business Development for the Empire Region, what type of job duties did you have?","Director of Business Development for the Empire Region, Director of Business Development for the Empire Region, Director of Business Development for the Empire Region, Director of Business Development for the Empire Region"
T918,A,Sales; I was business development.,,i was business development; sales; business development . i'm now a sales rep.,I was a salesperson. I was a business development person. I was a salesperson.
T918,Q,How long were you in that role?,,how long were you in that role? i'm curious to know if you've been in that position for a long time.,I've been in that role for more than 20 years. I've been in that role for more than 20 years.
T918,A,"For the Empire Region role, just two or three months, maybe? I think it was by May of 2006, the title had changed to the Northeast Region.","uncertainty_hedge, temp","by may of 2006, the title had changed to the Northeast Region . bob greene: it was just two or three months, maybe?","I think it was by May of 2006, the title had changed to the Northeast Region. I think it was by May of 2006, the title had changed to the Empire Region"
T918,Q,"As Director of Business Development for the Northeast Region, did your job duties change at all, or was it just an expanded territory?",,"as Director of Business Development for the Northeast Region, did your job duties change at all? or was it just an expanded territory?","Director of Business Development for the Northeast Region, did your job duties change at all, or was it just an expanded territory?"
T918,A,"It was an expanded territory. It was a broader view. It wasn't exclusive to business development. It also included some regulatory work, as well. So keeping track of what was going on in state houses and the region, interacting with external stakeholders, such as ACORE, or the Environmental Business Association. It was a reflection of a broader scope in a region that was important strategically to the market.",,"a broader view of a region that was important strategically to the market . it wasn't exclusive to business development, but also included some regulatory work . a regional perspective was reflected in the region .",It was a reflection of a broader scope in a region that was important strategically to the market.
